source_id,target_id,source_group,target_group,y_true,y_score
27,9795,0,0,0,0.14180137540995028
28,507,0,0,1,0.8169307268364717
28,1275,0,0,0,0.38183257529599957
28,3642,0,0,1,0.6813783645361701
28,3868,0,0,1,0.6729511933313819
28,6615,0,0,0,0.47649981267483843
28,7936,0,0,1,0.5469293677712108
28,8508,0,0,0,0.2630549101524543
29,1290,0,0,1,0.8896733208089835
29,1822,0,0,0,0.4210903176588107
29,5258,0,0,0,0.4082161968709729
29,5272,0,0,0,0.1256299181246996
29,8101,0,0,1,0.7563494411186932
29,8235,0,0,1,0.4911224417931944
29,8349,0,0,1,0.8981326031610961
29,8550,0,0,0,0.14282462354265638
30,1225,0,0,0,0.35674783302037527
30,1599,0,0,0,0.2241926374137239
30,1824,0,0,1,0.8536839206975472
30,2434,0,0,0,0.14251424067439794
30,2542,0,0,0,0.473004816851569
30,4178,0,0,1,0.5471893550500126
30,4265,0,0,0,0.411931242381509
30,4318,0,0,1,0.8049493957446252
30,4385,0,0,1,0.6757482413368372
30,5726,0,0,1,0.5285540836681561
30,6702,0,0,1,0.711328784789824
30,6862,0,0,0,0.3061666500406794
30,8177,0,0,1,0.688108848299628
30,9002,0,0,0,0.28042890526450215
30,9191,0,0,1,0.6426983203454928
30,9720,0,0,1,0.8182027548017141
31,841,0,0,1,0.9328969490816181
31,1819,0,0,0,0.12369214352837343
31,6042,0,0,0,0.047520933917495595
31,6889,0,0,0,0.33022020803914937
31,8781,0,0,0,0.29528599222531793
31,8859,0,0,1,0.85631890067179
31,9617,0,0,1,0.6955436409052783
32,671,0,0,1,0.9637557420691292
32,1281,0,0,1,0.7483490330235747
32,2374,0,0,1,0.9183665119117543
32,2903,0,0,1,0.5533570281452597
32,3346,0,0,1,0.6633343696959604
32,5279,0,0,0,0.2846650004795918
32,7028,0,0,0,0.2910166446046232
32,7782,0,0,1,0.5113415416178582
32,8764,0,0,0,0.3745895765776102
33,855,0,0,1,0.8842526654795637
33,1784,0,0,1,0.8177430103601813
33,2151,0,0,1,0.6153040871512325
33,2200,0,0,0,0.4517424741238015
33,3600,0,0,0,0.5151027059690241
33,3990,0,0,0,0.06462501051836883
33,4773,0,0,1,0.6328800504436549
33,5616,0,0,1,0.5062214260559873
33,7056,0,0,1,0.8852853620153127
33,7128,0,0,0,0.049498784234843364
33,8492,0,0,1,0.9163766382308851
33,9474,0,0,1,0.751772358350829
34,916,0,0,1,0.8897937039715251
34,2262,0,0,1,0.8147982236225032
34,3163,0,0,0,0.394994733755406
34,3251,0,0,1,0.9450911711828269
34,6351,0,0,1,0.49335058662123177
34,6582,0,0,0,0.004752454773387227
34,7291,0,0,0,0.033147225582212315
34,7621,0,0,0,0.1672566431866371
34,7993,0,0,0,0.45626892878147773
34,9013,0,0,0,0.30393470296101444
35,657,0,0,0,0.24329136502884843
35,2209,0,0,0,0.1312304537367616
35,2794,0,0,0,0.41502781668061156
35,4985,0,0,1,0.8198434314971597
35,6238,0,0,1,0.9900556423778595
35,6760,0,0,1,0.994901541477851
35,6856,0,0,0,0.06040394652034671
35,7100,0,0,0,0.30423243366824265
35,7268,0,0,0,0.44426052536412075
35,7858,0,0,0,0.22496864495038002
36,285,0,0,0,0.07947359167093081
36,537,0,0,0,0.00488146743106631
36,916,0,0,0,0.5207144758644001
36,2123,0,0,1,0.5932772954370812
36,2523,0,0,0,0.030950676138069625
36,3594,0,0,0,0.21192520001791648
36,5531,0,0,0,0.007913302676029998
36,6728,0,0,0,0.45528718334243157
36,7318,0,0,0,0.43985610138053566
36,7695,0,0,1,0.7980358282575626
37,1742,0,0,1,0.9682987038492006
37,3688,0,0,1,0.5744201626247535
37,6389,0,0,0,0.20395311846693512
37,7555,0,0,0,0.031036190016252106
37,9349,0,0,1,0.7718889734968104
38,1400,0,0,0,0.26751037655997806
38,4118,0,0,0,0.4146546075523423
38,4711,0,0,0,0.13823302600437135
38,5064,0,0,1,0.8643382853127761
38,6360,0,0,0,0.029501182372695296
38,8091,0,0,1,0.6423556905674381
38,8670,0,0,1,0.6658713960227357
39,4074,0,0,1,0.579344234793226
39,5966,0,0,0,0.3912701194659599
39,6982,0,0,1,0.7263923584318905
39,7587,0,0,1,0.699684988242852
39,7839,0,0,0,0.05806313642244902
39,8117,0,0,1,0.7408224858407443
39,8221,0,0,0,0.4533643582757999
39,9761,0,0,0,0.15714882974389466
40,924,0,0,0,0.2778346545370906
40,2343,0,0,0,0.42435813846375386
40,4410,0,0,1,0.9419181727293805
40,5197,0,0,0,0.3830774140048718
40,5952,0,0,1,0.6819318272477998
40,7097,0,0,1,0.7296103458062231
40,7188,0,0,1,0.8954840553036056
40,7256,0,0,1,0.6403867118226979
40,7262,0,0,0,0.37377273058039245
40,9962,0,0,0,0.008225656505092441
41,507,0,0,1,0.6581913705564243
41,637,0,0,0,0.49717473155989783
41,968,0,0,0,0.42773690724035535
41,1593,0,0,1,0.4957984271452883
41,2200,0,0,0,0.3143748588762018
41,2406,0,0,0,0.23692344371573995
41,2512,0,0,1,0.5963061363780894
41,2710,0,0,1,0.8954089457066909
41,4268,0,0,1,0.5145137543481545
41,5661,0,0,0,0.11186605407842574
41,5963,0,0,1,0.9960458170166877
41,6457,0,0,0,0.1639560284559745
41,6861,0,0,1,0.7692894261484625
41,7097,0,0,0,0.14259906701849742
41,8146,0,0,1,0.8420775295170416
41,8884,0,0,1,0.47980219773630767
41,9374,0,0,1,0.9551425123794768
42,1135,0,0,0,0.3783623970002985
42,3490,0,0,1,0.525364333968823
42,4826,0,0,0,0.41659813647701355
42,5198,0,0,0,0.2911302332760132
42,5491,0,0,1,0.6839608240302685
42,5931,0,0,1,0.9642944009563674
42,6891,0,0,1,0.5064697759758349
42,8576,0,0,0,0.494230070423578
42,9082,0,0,1,0.9615582703532675
42,9334,0,0,1,0.6657282645174809
42,9560,0,0,1,0.9331169006166755
43,113,0,0,0,0.25167753167081064
43,799,0,0,0,0.3564608656692888
43,1031,0,0,1,0.5880881924486225
43,2008,0,0,0,0.3145689528944402
43,3517,0,0,1,0.637302284589305
43,3617,0,0,1,0.9469656263921107
43,4269,0,0,1,0.8071192113252442
43,4422,0,0,1,0.8913960793163889
43,4504,0,0,0,0.043661453230226625
43,4617,0,0,0,0.15387502790971447
43,5946,0,0,1,0.5775313087055897
43,7703,0,0,0,0.4752824177616623
43,7911,0,0,1,0.6106117030860037
43,8064,0,0,1,0.6494970248722897
43,8855,0,0,1,0.5493513897929121
43,9357,0,0,1,0.98194409767033
43,9606,0,0,1,0.5471040268269424
44,627,0,0,0,0.3293829306034494
44,745,0,0,1,0.4887427732905639
44,1024,0,0,1,0.7331181767752694
44,1636,0,0,1,0.5109125879736002
44,4557,0,0,1,0.9711645675498027
44,5235,0,0,0,0.05536799466146313
44,5421,0,0,0,0.49740343226744993
44,5753,0,0,1,0.7829244569243317
44,8698,0,0,1,0.9350203678058338
45,117,0,0,1,0.6346254554633272
45,522,0,0,1,0.5679449648753981
45,2087,0,0,0,0.0018062224025097969
45,2842,0,0,1,0.7443888532775166
45,2984,0,0,0,0.133504408779461
45,3054,0,0,0,0.2913995077852004
45,3242,0,0,1,0.6327251065633721
45,4032,0,0,1,0.8539605939116073
45,4605,0,0,1,0.5305867456819586
45,4716,0,0,1,0.7608743741512312
45,4774,0,0,1,0.6980519855284413
45,5542,0,0,1,0.9834278857005336
45,5763,0,0,1,0.665582610723112
45,6906,0,0,0,0.046550390786238516
45,7505,0,0,1,0.7505706434596833
45,7720,0,0,0,0.4725900359616263
45,8240,0,0,0,0.24625286347790706
45,8498,0,0,0,0.2214443331225885
45,9667,0,0,1,0.7930346895418487
45,9883,0,0,0,0.13784065332802964
46,2985,0,0,0,0.25018264562500303
46,3007,0,0,0,0.024981298351438537
46,4074,0,0,1,0.5874249441130842
46,4123,0,0,0,0.10604167312475142
46,4734,0,0,1,0.5123736146529466
46,8344,0,0,1,0.9823468636229451
47,446,0,0,1,0.5663426901935994
47,563,0,0,1,0.8349597986046369
47,1295,0,0,1,0.49392344480960587
47,2491,0,0,0,0.2641902575214758
47,3568,0,0,0,0.30336174004027805
47,5058,0,0,0,0.37141774471136196
47,5929,0,0,1,0.7931212139540795
47,7019,0,0,0,0.16826020035124536
47,7042,0,0,0,0.25214334214664286
47,8946,0,0,0,0.48575610856565277
48,1157,0,0,0,0.3387159628232514
48,1530,0,0,0,0.4282748567098553
48,1686,0,0,0,0.06607355891666013
48,2301,0,0,0,0.02423564702587894
48,2657,0,0,1,0.9567431148744932
48,4468,0,0,1,0.7274952855287313
48,5968,0,0,1,0.5044407918735705
48,6001,0,0,0,0.31393449735277484
48,6024,0,0,0,0.3013238927020609
48,6186,0,0,1,0.9123619533118096
48,7132,0,0,1,0.5258335315571661
48,8734,0,0,1,0.6844383269712975
48,9833,0,0,1,0.7324067665968268
49,173,0,0,0,0.3627223008384072
49,1794,0,0,1,0.8562997126678389
49,2380,0,0,1,0.5218980355733237
49,3542,0,0,0,0.3611786160150483
49,3872,0,0,1,0.9745499343710844
49,3909,0,0,0,0.2782773338899571
49,4425,0,0,1,0.7518909017880522
49,4686,0,0,1,0.9222750057721223
49,4738,0,0,0,0.34831676166741726
49,5810,0,0,0,0.2809085207608725
50,774,0,0,1,0.5741302774415462
50,3725,0,0,1,0.7482290818572277
50,5179,0,0,1,0.5452928669383997
50,6204,0,0,1,0.7856843452479443
50,7207,0,0,1,0.5041575974023359
50,7918,0,0,1,0.5668046311990639
50,7983,0,0,0,0.1269005615996638
50,8053,0,0,1,0.560393103051414
50,8114,0,0,0,0.0749838820425379
50,8452,0,0,1,0.5503021039393743
50,9500,0,0,1,0.7196488717307208
50,9693,0,0,1,0.746387284621538
51,1034,0,0,0,0.23306291906006926
51,2456,0,0,1,0.9643217120409753
51,2649,0,0,1,0.9277832843335306
51,2985,0,0,1,0.5420820834784975
51,3704,0,0,0,0.2851292228320161
51,4717,0,0,0,0.36494276662235164
51,4918,0,0,1,0.8718974598743193
51,5192,0,0,0,0.2936362737857985
51,6065,0,0,0,0.3105326455747617
51,7123,0,0,0,0.10510756794161494
51,7305,0,0,1,0.6127819106843096
51,7522,0,0,0,0.05237096863277498
51,7902,0,0,0,0.3523176777997102
51,8612,0,0,1,0.5014441946829123
52,90,0,0,0,0.41795780653486875
52,3625,0,0,0,0.008691223827769724
52,5544,0,0,0,0.26921848431906276
52,6908,0,0,0,0.3739715549706782
52,7054,0,0,1,0.8210276939361264
52,7744,0,0,0,0.10237590442449143
52,7773,0,0,0,0.16169943385905589
52,9513,0,0,1,0.6774078789592328
53,984,0,0,0,0.2604217623082419
53,1706,0,0,0,0.021174349786617537
53,3291,0,0,0,0.12494957510326744
53,5711,0,0,1,0.8840230918827774
53,6606,0,0,0,0.2620703719762612
53,7339,0,0,0,0.18600410080444374
53,8184,0,0,1,0.6711364528751674
53,9289,0,0,0,0.035016474165456335
54,6614,0,0,0,0.1631800516371113
54,7509,0,0,1,0.9758684872602399
54,7879,0,0,0,0.37117248408799264
54,7938,0,0,0,0.14713245380814055
54,8808,0,0,1,0.9966077607003412
54,9202,0,0,0,0.34635666305407004
55,266,0,0,1,0.998227900934719
55,384,0,0,0,0.3038306187937276
55,2967,0,0,1,0.8344953289815549
55,3659,0,0,1,0.6527297342208563
55,5304,0,0,0,0.36702721466877375
55,7853,0,0,1,0.6596870778444703
56,1007,0,0,0,0.2298182562200633
56,1034,0,0,0,0.47784247137198993
56,1460,0,0,1,0.5954375614109613
56,1637,0,0,1,0.7894185472913131
56,2704,0,0,1,0.880827279834834
56,4580,0,0,1,0.5927224155152112
56,5511,0,0,0,0.4690500753771068
56,6520,0,0,1,0.5280924559191083
56,7113,0,0,0,0.45863001537083603
56,8625,0,0,0,0.2866579795334388
56,9672,0,0,1,0.6211321093422028
57,140,0,0,0,0.33089314893625393
57,574,0,0,1,0.5070903789682377
57,3473,0,0,1,0.6924996342537141
57,3654,0,0,1,0.8231076831635294
57,4113,0,0,0,0.45679130953992303
57,7437,0,0,0,0.18404957224667723
57,8570,0,0,1,0.6600980943691307
58,204,0,0,1,0.8568651409550012
58,616,0,0,1,0.6123440965649434
58,2054,0,0,1,0.9891249253575463
58,3304,0,0,0,0.47299249183444797
58,4003,0,0,1,0.7808531712569318
58,4349,0,0,0,0.3955969839451497
58,4404,0,0,0,0.3554823024365531
58,4705,0,0,0,0.3500170854103942
58,5366,0,0,0,0.13660601290138755
58,5427,0,0,0,0.2043676793515621
58,5742,0,0,0,0.4546522215957554
59,186,0,0,0,0.36996437962816714
59,1150,0,0,1,0.482044205736769
59,1635,0,0,0,0.0926128895984329
59,2613,0,0,0,0.20124306637002146
59,2929,0,0,1,0.9629193349167653
59,5569,0,0,0,0.324502768421761
59,5895,0,0,1,0.8407885697275163
59,6523,0,0,1,0.9240175754269812
59,6775,0,0,1,0.5687121807594222
59,7681,0,0,1,0.7624004934615021
59,9223,0,0,1,0.6277411176703434
59,9692,0,0,0,0.39041271320766263
60,355,0,0,1,0.8393646300855382
60,1759,0,0,0,0.14480301660938383
60,2241,0,0,0,0.3043292197422702
60,2361,0,0,0,0.21356912583030113
60,6283,0,0,1,0.6314525092449659
60,6725,0,0,1,0.967292471819264
60,7923,0,0,0,0.09170092819988676
60,9124,0,0,1,0.6568151474732603
60,9317,0,0,0,0.44039803519980314
61,410,0,0,0,0.3617731605901736
61,901,0,0,1,0.5502504909580713
61,1279,0,0,0,0.41039162039663174
61,4604,0,0,0,0.34336886883902773
61,5372,0,0,0,0.058862309541541646
61,5505,0,0,1,0.5080512281903761
61,8586,0,0,0,0.1529760338384821
61,8600,0,0,1,0.6808275997003245
62,187,0,0,0,0.29006147889370304
62,2146,0,0,1,0.48774815738873845
62,2989,0,0,0,0.05456045524827512
62,3325,0,0,0,0.005639982067234879
62,3767,0,0,0,0.11473988065959648
62,4065,0,0,1,0.9055248120297437
62,7185,0,0,1,0.95407167721854
62,8017,0,0,1,0.6950288679985909
62,8221,0,0,0,0.14363395232828155
62,8271,0,0,1,0.6606827566560654
62,9044,0,0,0,0.3450801873673756
62,9471,0,0,1,0.9921330812870446
62,9629,0,0,1,0.7826966062691294
63,595,0,0,0,0.21902591459613271
63,1595,0,0,1,0.800774784348369
63,3038,0,0,1,0.8666388169413918
63,4097,0,0,0,0.16398053961457876
63,5143,0,0,1,0.49180493801973063
63,6117,0,0,1,0.5870300786029732
63,6832,0,0,1,0.6077400865815088
63,7277,0,0,1,0.5150777870198171
63,7621,0,0,1,0.5568206315618691
63,8418,0,0,0,0.17692713037231075
63,9548,0,0,1,0.8957391002096
64,114,0,0,0,0.37834278801115356
64,1934,0,0,1,0.8273182012488686
64,2282,0,0,0,0.223142458425461
64,2581,0,0,1,0.48134650397590145
64,5333,0,0,0,0.4476299804732124
64,5611,0,0,0,0.2730511721831359
64,6091,0,0,1,0.7258970249288355
64,7131,0,0,0,0.2555545667881865
64,7572,0,0,1,0.5504503750944287
64,8094,0,0,1,0.8092448164757274
64,9173,0,0,0,0.43669236807591
64,9308,0,0,1,0.8314572979681503
64,9423,0,0,1,0.5827504276235931
64,9522,0,0,1,0.9983966421225687
65,3582,0,0,0,0.4715438713210447
65,5578,0,0,1,0.7063940943745488
65,7014,0,0,1,0.49022321510668754
65,8048,0,0,0,0.0720955581053828
65,8204,0,0,0,0.08040001991224968
65,8492,0,0,0,0.3156349263705862
65,8727,0,0,1,0.9157880333957884
65,8783,0,0,0,0.17777246525686313
66,860,0,0,1,0.8408475024632678
66,1205,0,0,1,0.6195922599515475
66,4739,0,0,0,0.006642173758505533
66,5551,0,0,1,0.721673502012669
66,6034,0,0,1,0.7220350852611042
66,6226,0,0,1,0.9321823894315007
66,6313,0,0,1,0.9481805959137527
66,6796,0,0,0,0.4262314400744577
66,7329,0,0,1,0.6614669647347138
66,7749,0,0,0,0.3735528499953591
66,8340,0,0,0,0.3713696169290597
66,8584,0,0,0,0.07204583193781648
67,128,0,0,0,0.03010128513181162
67,1200,0,0,0,0.022329698255477468
67,2952,0,0,1,0.4875794692152382
67,3320,0,0,0,0.09479858529809775
67,7287,0,0,1,0.8025631604388008
67,7437,0,0,1,0.574656252022925
67,8749,0,0,0,0.4331630544740053
67,9937,0,0,1,0.5811649932133781
68,2149,0,0,0,0.06134954974055722
68,3331,0,0,1,0.5952454008892563
68,4339,0,0,1,0.5221144105804452
